,Unnamed: 0,country_name,indicator_name,year,value,hdi
7202,236,Djibouti,Education Index,2015,0.315,0.48200000000000004
7203,237,Dominica,Education Index,2015,0.628,0.7290000000000001
7204,238,Dominican,Education Index,2015,0.652,
7205,239,Ecuador,Education Index,2015,0.7170000000000001,0.758
7206,240,Egypt,Education Index,2015,0.597,0.69
7207,241,El,Education Index,2015,0.562,
7208,242,Equatorial,Education Index,2015,0.44,
7209,243,Eritrea,Education Index,2015,0.27899999999999997,0.433
7210,244,Estonia,Education Index,2015,0.878,0.871
7211,245,Eswatini,Education Index,2015,0.537,
7212,246,Ethiopia,Education Index,2015,0.327,0.45299999999999996
7213,247,Fiji,Education Index,2015,0.762,0.718
7214,248,Finland,Education Index,2015,0.914,0.919
7215,249,France,Education Index,2015,0.812,0.888
7216,250,Gabon,Education Index,2015,0.623,0.6920000000000001
7217,251,Gambia,Education Index,2015,0.36700000000000005,0.45399999999999996
7218,252,Georgia,Education Index,2015,0.831,0.7709999999999999
7219,253,Germany,Education Index,2015,0.94,0.9329999999999999
7220,254,Ghana,Education Index,2015,0.555,0.585
7221,255,Greece,Education Index,2015,0.833,0.868
7222,256,Grenada,Education Index,2015,0.754,0.7559999999999999
7223,257,Guatemala,Education Index,2015,0.512,0.647
7224,258,Guinea,Education Index,2015,0.34,0.449
7225,259,Guinea-Bissau,Education Index,2015,0.39899999999999997,0.45299999999999996
7226,260,Guyana,Education Index,2015,0.598,0.6629999999999999
7227,261,Haiti,Education Index,2015,0.43,0.49200000000000005
7228,262,Honduras,Education Index,2015,0.494,0.613
7229,263,Hong,Education Index,2015,0.85,
7230,264,Hungary,Education Index,2015,0.818,0.835
7231,265,Iceland,Education Index,2015,0.9059999999999999,0.927
7232,266,India,Education Index,2015,0.54,0.627
7233,267,Indonesia,Education Index,2015,0.62,0.696
7234,268,Iran,Education Index,2015,0.7390000000000001,
7235,269,Iraq,Education Index,2015,0.506,0.665
7236,270,Ireland,Education Index,2015,0.91,0.9259999999999999
7237,271,Israel,Education Index,2015,0.875,0.9009999999999999
7238,272,Italy,Education Index,2015,0.7879999999999999,0.875
7239,273,Jamaica,Education Index,2015,0.687,0.722
7240,274,Japan,Education Index,2015,0.8390000000000001,0.9059999999999999
7241,275,Jordan,Education Index,2015,0.674,0.721
7242,276,Kazakhstan,Education Index,2015,0.8059999999999999,0.8059999999999999
7243,277,Kenya,Education Index,2015,0.513,0.562
7244,278,Kiribati,Education Index,2015,0.583,0.619
7245,279,Korea,Education Index,2015,0.862,
7246,280,Kuwait,Education Index,2015,0.62,0.807
7247,281,Kyrgyzstan,Education Index,2015,0.73,0.6659999999999999
7248,282,Lao,Education Index,2015,0.484,
7249,283,Latvia,Education Index,2015,0.863,0.8420000000000001
7250,284,Lebanon,Education Index,2015,0.593,0.728
7251,285,Lesotho,Education Index,2015,0.498,0.499
7252,286,Liberia,Education Index,2015,0.415,0.46299999999999997
7253,287,Libya,Education Index,2015,0.606,0.691
7254,288,Liechtenstein,Education Index,2015,0.82,0.912
7255,289,Lithuania,Education Index,2015,0.883,0.855
7256,290,Luxembourg,Education Index,2015,0.7879999999999999,0.899
7257,291,Madagascar,Education Index,2015,0.498,0.514
7258,292,Malawi,Education Index,2015,0.457,0.475
7259,293,Malaysia,Education Index,2015,0.713,0.797
7260,294,Maldives,Education Index,2015,0.5589999999999999,0.7090000000000001
7261,295,Mali,Education Index,2015,0.27399999999999997,0.41200000000000003
7262,296,Malta,Education Index,2015,0.81,0.877
7263,298,Mauritania,Education Index,2015,0.385,0.521
7264,299,Mauritius,Education Index,2015,0.721,0.7859999999999999
7265,300,Mexico,Education Index,2015,0.6659999999999999,0.759
7266,301,Micronesia,Education Index,2015,0.56,
7267,302,Moldova,Education Index,2015,0.7090000000000001,
7268,303,Mongolia,Education Index,2015,0.752,0.736
7269,304,Montenegro,Education Index,2015,0.792,0.807
7270,305,Morocco,Education Index,2015,0.518,0.66
7271,306,Mozambique,Education Index,2015,0.373,0.428
7272,307,Myanmar,Education Index,2015,0.436,0.565
7273,308,Namibia,Education Index,2015,0.569,0.637
7274,309,Nepal,Education Index,2015,0.495,0.568
7275,310,Netherlands,Education Index,2015,0.903,0.927
7276,311,New,Education Index,2015,0.914,
7277,312,Nicaragua,Education Index,2015,0.555,0.644
7278,313,Niger,Education Index,2015,0.226,0.36
7279,314,Nigeria,Education Index,2015,0.474,0.527
7280,315,North,Education Index,2015,0.6890000000000001,
7281,316,Norway,Education Index,2015,0.912,0.948
7282,317,Oman,Education Index,2015,0.7170000000000001,0.8270000000000001
7283,318,Pakistan,Education Index,2015,0.39799999999999996,0.55
7284,319,Palau,Education Index,2015,0.8290000000000001,0.8029999999999999
7285,320,"Palestine,",Education Index,2015,0.657,
7286,321,Panama,Education Index,2015,0.6809999999999999,0.782
7287,322,Papua,Education Index,2015,0.429,
7288,323,Paraguay,Education Index,2015,0.635,0.718
7289,324,Peru,Education Index,2015,0.684,0.75
7290,325,Philippines,Education Index,2015,0.665,0.7020000000000001
7291,326,Poland,Education Index,2015,0.855,0.858
7292,327,Portugal,Education Index,2015,0.757,0.843
7293,328,Qatar,Education Index,2015,0.67,0.851
7294,329,Romania,Education Index,2015,0.767,0.8059999999999999
7295,330,Russian,Education Index,2015,0.821,
7296,331,Rwanda,Education Index,2015,0.434,0.515
7297,332,Saint,Education Index,2015,0.654,
7298,333,Saint,Education Index,2015,0.664,
7299,334,Saint,Education Index,2015,0.653,
7300,335,Samoa,Education Index,2015,0.698,0.6990000000000001
7301,336,Sao,Education Index,2015,0.532,
7302,337,Saudi,Education Index,2015,0.794,
7303,338,Senegal,Education Index,2015,0.349,0.504
7304,339,Serbia,Education Index,2015,0.7659999999999999,0.785
7305,340,Seychelles,Education Index,2015,0.763,0.8009999999999999
7306,341,Sierra,Education Index,2015,0.382,
7307,342,Singapore,Education Index,2015,0.828,0.929
7308,343,Slovakia,Education Index,2015,0.823,0.8490000000000001
7309,344,Slovenia,Education Index,2015,0.875,0.8859999999999999
7310,345,Solomon,Education Index,2015,0.46799999999999997,
7311,346,South,Education Index,2015,0.72,
7312,347,South,Education Index,2015,0.301,
7313,348,Spain,Education Index,2015,0.8190000000000001,0.885
7314,349,Sri,Education Index,2015,0.7509999999999999,
7315,350,Sudan,Education Index,2015,0.33299999999999996,0.501
7316,351,Suriname,Education Index,2015,0.6579999999999999,0.73
7317,352,Sweden,Education Index,2015,0.912,0.932
7318,353,Switzerland,Education Index,2015,0.8959999999999999,0.943
7319,354,Syrian,Education Index,2015,0.413,
7320,355,Tajikistan,Education Index,2015,0.6629999999999999,0.642
7321,356,Tanzania,Education Index,2015,0.431,
7322,357,Thailand,Education Index,2015,0.64,0.746
7323,358,Timor-Leste,Education Index,2015,0.49700000000000005,0.628
7324,359,Togo,Education Index,2015,0.499,0.502
7325,360,Tonga,Education Index,2015,0.772,0.7140000000000001
7326,361,Trinidad,Education Index,2015,0.7140000000000001,
7327,362,Tunisia,Education Index,2015,0.6459999999999999,0.731
7328,363,Turkey,Education Index,2015,0.715,0.8
7329,364,Turkmenistan,Education Index,2015,0.628,0.701
7330,365,Uganda,Education Index,2015,0.501,0.515
7331,366,Ukraine,Education Index,2015,0.7929999999999999,0.742
7332,367,United,Education Index,2015,0.735,
7333,368,United,Education Index,2015,0.9109999999999999,
7334,369,United,Education Index,2015,0.894,
7335,370,Uruguay,Education Index,2015,0.737,0.802
7336,371,Uzbekistan,Education Index,2015,0.7040000000000001,0.696
7337,372,Vanuatu,Education Index,2015,0.544,0.5920000000000001
7338,373,Venezuela,Education Index,2015,0.7240000000000001,
7339,374,Viet,Education Index,2015,0.619,
7340,375,Yemen,Education Index,2015,0.342,0.493
7341,376,Zambia,Education Index,2015,0.532,0.57
7342,377,Zimbabwe,Education Index,2015,0.563,0.544
7343,378,Afghanistan,Education Index,2016,0.406,0.491
7344,379,Albania,Education Index,2016,0.7609999999999999,0.7879999999999999
7345,380,Algeria,Education Index,2016,0.6679999999999999,0.755
7346,381,Andorra,Education Index,2016,0.708,0.8540000000000001
7347,382,Angola,Education Index,2016,0.48700000000000004,0.57
7348,383,Antigua,Education Index,2016,0.654,
7349,384,Argentina,Education Index,2016,0.8340000000000001,0.828
7350,385,Armenia,Education Index,2016,0.755,0.7509999999999999
7351,386,Australia,Education Index,2016,0.919,0.935
7352,387,Austria,Education Index,2016,0.865,0.909
7353,388,Azerbaijan,Education Index,2016,0.685,0.7490000000000001
7354,389,Bahamas,Education Index,2016,0.735,0.8
7355,390,Bahrain,Education Index,2016,0.74,0.8390000000000001
7356,391,Bangladesh,Education Index,2016,0.496,0.599
7357,392,Barbados,Education Index,2016,0.777,0.8140000000000001
7358,393,Belarus,Education Index,2016,0.8390000000000001,0.812
7359,394,Belgium,Education Index,2016,0.893,0.915
7360,395,Belize,Education Index,2016,0.696,0.722
7361,396,Benin,Education Index,2016,0.47200000000000003,0.512
7362,397,Bhutan,Education Index,2016,0.43700000000000006,0.61
7363,398,Bolivia,Education Index,2016,0.675,
7364,399,Bosnia,Education Index,2016,0.708,
7365,400,Botswana,Education Index,2016,0.659,0.7190000000000001
7366,401,Brazil,Education Index,2016,0.685,0.757
7367,402,Brunei,Education Index,2016,0.705,
7368,403,Bulgaria,Education Index,2016,0.812,0.812
7369,404,Burkina,Education Index,2016,0.28600000000000003,
7370,405,Burundi,Education Index,2016,0.429,0.42700000000000005
7371,406,Cabo,Education Index,2016,0.539,
7372,407,Cambodia,Education Index,2016,0.47200000000000003,0.5720000000000001
7373,408,Cameroon,Education Index,2016,0.5579999999999999,0.556
7374,409,Canada,Education Index,2016,0.89,0.92
7375,410,Central,Education Index,2016,0.35200000000000004,
7376,411,Chad,Education Index,2016,0.278,0.39799999999999996
7377,412,Chile,Education Index,2016,0.8,0.843
7378,413,China,Education Index,2016,0.647,0.7490000000000001
7379,414,Colombia,Education Index,2016,0.68,0.759
7380,415,Comoros,Education Index,2016,0.474,0.537
7381,416,Congo,Education Index,2016,0.539,0.613
7382,417,Congo,Education Index,2016,0.486,0.613
7383,418,Costa,Education Index,2016,0.713,
7384,419,Croatia,Education Index,2016,0.797,0.8320000000000001
7385,420,Cuba,Education Index,2016,0.7759999999999999,0.7709999999999999
7386,421,Cyprus,Education Index,2016,0.8109999999999999,0.8690000000000001
7387,422,Czechia,Education Index,2016,0.892,0.885
7388,423,Côte,Education Index,2016,0.43700000000000006,
7389,424,Denmark,Education Index,2016,0.92,0.9279999999999999
7390,425,Djibouti,Education Index,2016,0.316,0.489
7391,426,Dominica,Education Index,2016,0.623,0.7290000000000001
7392,427,Dominican,Education Index,2016,0.655,
7393,428,Ecuador,Education Index,2016,0.7140000000000001,0.7559999999999999
7394,429,Egypt,Education Index,2016,0.604,0.695
7395,430,El,Education Index,2016,0.564,
7396,431,Equatorial,Education Index,2016,0.44,
7397,432,Eritrea,Education Index,2016,0.27899999999999997,0.434
7398,433,Estonia,Education Index,2016,0.882,0.875
7399,434,Eswatini,Education Index,2016,0.541,
7400,435,Ethiopia,Education Index,2016,0.331,0.46
7401,436,Fiji,Education Index,2016,0.758,0.718
7402,437,Finland,Education Index,2016,0.915,0.922
7403,438,France,Education Index,2016,0.809,0.887
7404,439,Gabon,Education Index,2016,0.628,0.696
7405,440,Gambia,Education Index,2016,0.373,0.456
7406,441,Georgia,Education Index,2016,0.845,0.7759999999999999
7407,442,Germany,Education Index,2016,0.946,0.9359999999999999
7408,443,Ghana,Education Index,2016,0.557,0.5870000000000001
7409,444,Greece,Education Index,2016,0.8240000000000001,0.866
7410,445,Grenada,Education Index,2016,0.758,0.76
7411,446,Guatemala,Education Index,2016,0.511,0.648
7412,447,Guinea,Education Index,2016,0.34,0.456
7413,448,Guinea-Bissau,Education Index,2016,0.401,0.457
7414,449,Guyana,Education Index,2016,0.6,0.6659999999999999
7415,450,Haiti,Education Index,2016,0.43700000000000006,0.49700000000000005
7416,451,Honduras,Education Index,2016,0.501,0.618
7417,452,Hong,Education Index,2016,0.855,
7418,453,Hungary,Education Index,2016,0.815,0.838
7419,454,Iceland,Education Index,2016,0.912,0.932
7420,455,India,Education Index,2016,0.555,0.637
7421,456,Indonesia,Education Index,2016,0.623,0.7
7422,457,Iran,Education Index,2016,0.747,
7423,458,Iraq,Education Index,2016,0.51,0.672
7424,459,Ireland,Education Index,2016,0.9179999999999999,0.9359999999999999
7425,460,Israel,Education Index,2016,0.8740000000000001,0.902
7426,461,Italy,Education Index,2016,0.79,0.878
7427,462,Jamaica,Education Index,2016,0.687,0.722
7428,463,Japan,Education Index,2016,0.846,0.91
7429,464,Jordan,Education Index,2016,0.6759999999999999,0.722
7430,465,Kazakhstan,Education Index,2016,0.809,0.8079999999999999
7431,466,Kenya,Education Index,2016,0.518,0.568
7432,467,Kiribati,Education Index,2016,0.59,0.622
7433,468,Korea,Education Index,2016,0.862,
7434,469,Kuwait,Education Index,2016,0.623,0.809
7435,470,Kyrgyzstan,Education Index,2016,0.735,0.669
7436,471,Lao,Education Index,2016,0.485,
7437,472,Latvia,Education Index,2016,0.865,0.845
7438,473,Lebanon,Education Index,2016,0.588,0.725
7439,474,Lesotho,Education Index,2016,0.499,0.507
7440,475,Liberia,Education Index,2016,0.41700000000000004,0.46299999999999997
7441,476,Libya,Education Index,2016,0.602,0.69
7442,477,Liechtenstein,Education Index,2016,0.8270000000000001,0.915
7443,478,Lithuania,Education Index,2016,0.887,0.86
7444,479,Luxembourg,Education Index,2016,0.7979999999999999,0.904
7445,480,Madagascar,Education Index,2016,0.494,0.515
7446,481,Malawi,Education Index,2016,0.455,0.478
7447,482,Malaysia,Education Index,2016,0.7190000000000001,0.8009999999999999
7448,483,Maldives,Education Index,2016,0.563,0.713
7449,484,Mali,Education Index,2016,0.284,0.42
7450,485,Malta,Education Index,2016,0.818,0.8809999999999999
7451,487,Mauritania,Education Index,2016,0.37799999999999995,0.519
7452,488,Mauritius,Education Index,2016,0.728,0.79
7453,489,Mexico,Education Index,2016,0.6779999999999999,0.764
7454,490,Micronesia,Education Index,2016,0.5670000000000001,
7455,491,Moldova,Education Index,2016,0.7070000000000001,
7456,492,Mongolia,Education Index,2016,0.731,0.73
7457,493,Montenegro,Education Index,2016,0.794,0.809
7458,494,Morocco,Education Index,2016,0.5379999999999999,0.669
7459,495,Mozambique,Education Index,2016,0.381,0.435
7460,496,Myanmar,Education Index,2016,0.44,0.5710000000000001
7461,497,Namibia,Education Index,2016,0.5710000000000001,0.639
7462,498,Nepal,Education Index,2016,0.502,0.5720000000000001
7463,499,Netherlands,Education Index,2016,0.9059999999999999,0.929
7464,500,New,Education Index,2016,0.919,
7465,501,Nicaragua,Education Index,2016,0.562,0.649
7466,502,Niger,Education Index,2016,0.233,0.365
7467,503,Nigeria,Education Index,2016,0.475,0.528
