,country_name,indicator_name,year,value,hdi
28822,Guatemala,Proportion of seats held by women in national parliaments (%),1990,7.0,0.477
29288,Guinea,"Labor force, female (% of total labor force)",1990,51.647908866025105,0.278
29489,Guinea,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.44701999425888106,0.278
29498,Guinea,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.322360008955002,0.278
29504,Guinea,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.0870499983429909,0.278
30373,Guyana,"Labor force, female (% of total labor force)",1990,31.753324501059197,0.537
30532,Guyana,Proportion of seats held by women in national parliaments (%),1990,36.9,0.537
30545,Guyana,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.7115600109100341,0.537
30862,Haiti,"Labor force, female (% of total labor force)",1990,44.1989814128078,0.412
31458,Honduras,"Labor force, female (% of total labor force)",1990,34.1603210851086,0.508
31619,Honduras,Proportion of seats held by women in national parliaments (%),1990,10.2,0.508
31637,Honduras,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.0076299905777,0.508
31642,Honduras,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.74576997756958,0.508
32100,India,"Labor force, female (% of total labor force)",1990,25.0112052135982,0.431
32275,India,Proportion of seats held by women in national parliaments (%),1990,5.0,0.431
32293,India,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.747460007667542,0.431
32299,India,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.52021998167038,0.431
32828,Indonesia,"Labor force, female (% of total labor force)",1990,35.2994485390643,0.525
33015,Indonesia,Proportion of seats held by women in national parliaments (%),1990,12.4,0.525
33035,Indonesia,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.9689400196075441,0.525
33043,Indonesia,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.8390499949455258,0.525
33550,Iraq,"Labor force, female (% of total labor force)",1990,9.649974638387029,0.574
33705,Iraq,Proportion of seats held by women in national parliaments (%),1990,10.8,0.574
33952,Ireland,"Labor force, female (% of total labor force)",1990,34.698800060615,0.764
34089,Ireland,Proportion of seats held by women in national parliaments (%),1990,7.8,0.764
34109,Ireland,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.0099899768829301,0.764
34116,Ireland,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.0978900194168102,0.764
34120,Ireland,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.867229998111725,0.764
34523,Israel,"Labor force, female (% of total labor force)",1990,39.7607085288268,0.792
34688,Israel,Proportion of seats held by women in national parliaments (%),1990,6.7,0.792
34705,Israel,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.02945995330811,0.792
34710,Israel,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.0623600482940698,0.792
34714,Israel,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.975530028343201,0.792
35175,Italy,"Labor force, female (% of total labor force)",1990,36.310458517106106,0.769
35323,Italy,Proportion of seats held by women in national parliaments (%),1990,12.9,0.769
35345,Italy,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.00104999542236,0.769
35351,Italy,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.0052700042724598,0.769
35355,Italy,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.961759984493256,0.769
35825,Jamaica,"Labor force, female (% of total labor force)",1990,44.5315606017179,0.641
36001,Jamaica,Proportion of seats held by women in national parliaments (%),1990,5.0,0.641
36022,Jamaica,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.999960005283356,0.641
36482,Japan,"Labor force, female (% of total labor force)",1990,40.4372911115165,0.816
36625,Japan,Proportion of seats held by women in national parliaments (%),1990,1.4,0.816
37086,Jordan,"Labor force, female (% of total labor force)",1990,12.1240737956935,0.616
37265,Jordan,Proportion of seats held by women in national parliaments (%),1990,0.0,0.616
37286,Jordan,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.00181996822357,0.616
37292,Jordan,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.0290600061416602,0.616
37296,Jordan,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,1.2739200592041,0.616
37802,Kenya,"Labor force, female (% of total labor force)",1990,47.8642853338022,0.467
37978,Kenya,Proportion of seats held by women in national parliaments (%),1990,1.1,0.467
37996,Kenya,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.96587997674942,0.467
38850,Kuwait,"Labor force, female (% of total labor force)",1990,26.0536907951932,0.712
39021,Kuwait,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.9720600247383121,0.712
39027,Kuwait,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.9336699843406681,0.712
39031,Kuwait,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,1.90249001979828,0.712
39829,Lesotho,"Labor force, female (% of total labor force)",1990,52.4239508229684,0.488
39995,Lesotho,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.20956003665924,0.488
40003,Lesotho,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.4470599889755202,0.488
40007,Lesotho,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,1.2081400156021103,0.488
40353,Luxembourg,"Labor force, female (% of total labor force)",1990,34.6872578185545,0.791
40456,Luxembourg,Proportion of seats held by women in national parliaments (%),1990,13.3,0.791
41506,Malawi,"Labor force, female (% of total labor force)",1990,50.2947009498626,0.303
41688,Malawi,Proportion of seats held by women in national parliaments (%),1990,9.8,0.303
41705,Malawi,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.857620000839233,0.303
41710,Malawi,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.581809997558594,0.303
41714,Malawi,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.35901999473571794,0.303
42123,Malaysia,"Labor force, female (% of total labor force)",1990,36.0128825569444,0.644
42304,Malaysia,Proportion of seats held by women in national parliaments (%),1990,5.1,0.644
42323,Malaysia,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.9951099753379821,0.644
42329,Malaysia,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.07214999198914,0.644
43186,Mali,"Labor force, female (% of total labor force)",1990,44.529419240055894,0.231
43372,Mali,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.6027299761772161,0.231
43378,Mali,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.5007100105285639,0.231
43382,Mali,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.15149000287056,0.231
43777,Mauritania,"Labor force, female (% of total labor force)",1990,28.988681425457603,0.378
43979,Mauritania,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.730830013751984,0.378
43984,Mauritania,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.45144000649452204,0.378
43988,Mauritania,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.131870001554489,0.378
44435,Mauritius,"Labor force, female (% of total labor force)",1990,31.947027268663398,0.62
44620,Mauritius,Proportion of seats held by women in national parliaments (%),1990,7.1,0.62
44641,Mauritius,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.01040995121002,0.62
44648,Mauritius,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.00247001647949,0.62
44652,Mauritius,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.595740020275116,0.62
45190,Mexico,"Labor force, female (% of total labor force)",1990,29.409269746711697,0.652
45378,Mexico,Proportion of seats held by women in national parliaments (%),1990,12.0,0.652
45399,Mexico,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.966910004615784,0.652
45406,Mexico,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.9715600013732909,0.652
45922,Mongolia,"Labor force, female (% of total labor force)",1990,45.7281436363365,0.583
46076,Mongolia,Proportion of seats held by women in national parliaments (%),1990,24.9,0.583
46449,Morocco,"Labor force, female (% of total labor force)",1990,23.6288748469473,0.458
46636,Morocco,Proportion of seats held by women in national parliaments (%),1990,0.0,0.458
46660,Morocco,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.677209973335266,0.458
46668,Morocco,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.7159900069236759,0.458
46672,Morocco,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.6102200150489809,0.458
47162,Mozambique,"Labor force, female (% of total labor force)",1990,55.551571252570895,0.217
47341,Mozambique,Proportion of seats held by women in national parliaments (%),1990,15.7,0.217
47361,Mozambique,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.752399981021881,0.217
47367,Mozambique,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.5678200125694269,0.217
47652,Namibia,"Labor force, female (% of total labor force)",1990,45.5202460735091,0.579
47795,Namibia,Proportion of seats held by women in national parliaments (%),1990,6.9,0.579
48187,Nepal,"Labor force, female (% of total labor force)",1990,48.4612011073944,0.38
48361,Nepal,Proportion of seats held by women in national parliaments (%),1990,6.1,0.38
48372,Nepal,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.5864800214767459,0.38
48377,Nepal,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.42577001452446,0.38
48381,Nepal,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.309379994869232,0.38
48790,Netherlands,"Labor force, female (% of total labor force)",1990,38.7785847596175,0.83
48933,Netherlands,Proportion of seats held by women in national parliaments (%),1990,21.3,0.83
48953,Netherlands,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.0312600135803198,0.83
48962,Netherlands,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.9261000156402591,0.83
48968,Netherlands,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.8185600042343141,0.83
49467,New Zealand,"Labor force, female (% of total labor force)",1990,43.138940713900205,0.82
49607,New Zealand,Proportion of seats held by women in national parliaments (%),1990,14.4,0.82
49625,New Zealand,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.981559991836548,0.82
49632,New Zealand,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.00393998622894,0.82
49638,New Zealand,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,1.08024001121521,0.82
50022,Nicaragua,"Labor force, female (% of total labor force)",1990,31.552665170121898,0.494
50190,Nicaragua,Proportion of seats held by women in national parliaments (%),1990,14.8,0.494
50211,Nicaragua,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.0763299465179401,0.494
50219,Nicaragua,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,1.07005000114441,0.494
50647,Niger,"Labor force, female (% of total labor force)",1990,46.17338390544639,0.213
50825,Niger,Proportion of seats held by women in national parliaments (%),1990,5.4,0.213
50843,Niger,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.5927799940109251,0.213
50852,Niger,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.37553998827934293,0.213
50858,Niger,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.146280005574226,0.213
51934,Norway,"Labor force, female (% of total labor force)",1990,44.9404074639651,0.85
52077,Norway,Proportion of seats held by women in national parliaments (%),1990,35.8,0.85
52096,Norway,"School enrollment, primary (gross), gender parity index (GPI)",1990,1.00116002559662,0.85
52105,Norway,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.0413399934768701,0.85
52111,Norway,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,1.2151700258255,0.85
53153,Pakistan,"Labor force, female (% of total labor force)",1990,13.164661008004199,0.404
53331,Pakistan,Proportion of seats held by women in national parliaments (%),1990,10.1,0.404
53347,Pakistan,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.5335199832916261,0.404
53352,Pakistan,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.41754001379013106,0.404
53356,Pakistan,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.40564000606536893,0.404
53856,Panama,"Labor force, female (% of total labor force)",1990,32.3918675104349,0.659
54027,Panama,Proportion of seats held by women in national parliaments (%),1990,7.5,0.659
54048,Panama,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.962909996509552,0.659
54056,Panama,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.0742199420929,0.659
54487,Papua New Guinea,"Labor force, female (% of total labor force)",1990,48.3581276235913,0.377
54666,Papua New Guinea,Proportion of seats held by women in national parliaments (%),1990,0.0,0.377
54686,Papua New Guinea,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.842320024967194,0.377
54692,Papua New Guinea,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.644980013370514,0.377
55151,Peru,"Labor force, female (% of total labor force)",1990,37.7758952101886,0.613
55325,Peru,Proportion of seats held by women in national parliaments (%),1990,5.6,0.613
55845,Philippines,"Labor force, female (% of total labor force)",1990,37.8976980154141,0.59
56034,Philippines,Proportion of seats held by women in national parliaments (%),1990,9.1,0.59
56053,Philippines,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.9825900197029109,0.59
56061,Philippines,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.03752994537354,0.59
56599,Portugal,"Labor force, female (% of total labor force)",1990,42.4400281706239,0.711
56738,Portugal,Proportion of seats held by women in national parliaments (%),1990,7.6,0.711
56758,Portugal,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.955560028553009,0.711
56764,Portugal,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.00514996051788,0.711
57205,Qatar,"Labor force, female (% of total labor force)",1990,14.724435410529802,0.757
57380,Qatar,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.933929979801178,0.757
57389,Qatar,"School enrollment, secondary (gross), gender parity index (GPI)",1990,1.2724499702453602,0.757
57393,Qatar,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,3.6086499691009504,0.757
57648,Romania,"Labor force, female (% of total labor force)",1990,46.58668260400329,0.701
57794,Romania,Proportion of seats held by women in national parliaments (%),1990,34.4,0.701
57814,Romania,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.9972299933433529,0.701
57820,Romania,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.972190022468567,0.701
57824,Romania,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.9756600260734559,0.701
58265,Rwanda,"Labor force, female (% of total labor force)",1990,49.140583654187004,0.245
58443,Rwanda,Proportion of seats held by women in national parliaments (%),1990,17.1,0.245
58457,Rwanda,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.9900699853897091,0.245
58463,Rwanda,"School enrollment, secondary (gross), gender parity index (GPI)",1990,0.818470001220703,0.245
58467,Rwanda,"School enrollment, tertiary (gross), gender parity index (GPI)",1990,0.227109998464584,0.245
58830,Samoa,"Labor force, female (% of total labor force)",1990,35.7974637239361,0.621
58976,Samoa,Proportion of seats held by women in national parliaments (%),1990,0.0,0.621
59295,Saudi Arabia,"Labor force, female (% of total labor force)",1990,10.8576416268678,0.698
59790,Senegal,"Labor force, female (% of total labor force)",1990,30.3801385940805,0.377
59972,Senegal,Proportion of seats held by women in national parliaments (%),1990,12.5,0.377
59995,Senegal,"School enrollment, primary (gross), gender parity index (GPI)",1990,0.7290099859237671,0.377
