,country_name,indicator_name,year,value,hdi
25401,Finland,"Government expenditure on education, total (% of GDP)",1990,5.33590984344482,0.784
26075,France,"Government expenditure on education, total (% of GDP)",1990,4.51393985748291,0.78
28487,Greece,"Government expenditure on education, total (% of GDP)",1990,2.0460801124572803,0.753
32838,Indonesia,"Literacy rate, adult total (% of people ages 15 and above)",1990,81.5198516845703,0.525
34356,Ireland,"Government expenditure on education, total (% of GDP)",1990,4.5950598716735795,0.764
35008,Israel,"Government expenditure on education, total (% of GDP)",1990,5.42505979537964,0.792
36326,Jamaica,"Government expenditure on education, total (% of GDP)",1990,4.7791600227356,0.641
41977,Malawi,"Government expenditure on education, total (% of GDP)",1990,3.27053999900818,0.303
44445,Mauritius,"Literacy rate, adult total (% of people ages 15 and above)",1990,79.8686599731445,0.62
45001,Mauritius,"Government expenditure on education, total (% of GDP)",1990,3.1570799350738503,0.62
45200,Mexico,"Literacy rate, adult total (% of people ages 15 and above)",1990,87.55615234375,0.652
45763,Mexico,"Government expenditure on education, total (% of GDP)",1990,2.32498002052307,0.652
47038,Morocco,"Government expenditure on education, total (% of GDP)",1990,4.51048994064331,0.458
49294,Netherlands,"Government expenditure on education, total (% of GDP)",1990,5.29638004302979,0.83
51091,Niger,"Government expenditure on education, total (% of GDP)",1990,2.9370698928832994,0.213
52425,Norway,"Government expenditure on education, total (% of GDP)",1990,6.31037998199463,0.85
53696,Pakistan,"Government expenditure on education, total (% of GDP)",1990,2.51680994033813,0.404
53866,Panama,"Literacy rate, adult total (% of people ages 15 and above)",1990,88.7798614501953,0.659
55855,Philippines,"Literacy rate, adult total (% of people ages 15 and above)",1990,93.5738983154297,0.59
57064,Portugal,"Government expenditure on education, total (% of GDP)",1990,3.56937003135681,0.711
61484,Singapore,"Literacy rate, adult total (% of people ages 15 and above)",1990,89.0960006713867,0.718
63075,South Africa,"Government expenditure on education, total (% of GDP)",1990,5.12579011917114,0.625
63709,Spain,"Government expenditure on education, total (% of GDP)",1990,3.64349007606506,0.754
64441,Sri Lanka,"Government expenditure on education, total (% of GDP)",1990,2.41092991828918,0.625
65541,Sweden,"Government expenditure on education, total (% of GDP)",1990,5.28672981262207,0.816
66220,Switzerland,"Government expenditure on education, total (% of GDP)",1990,4.52294015884399,0.832
68949,Trinidad and Tobago,"Literacy rate, adult total (% of people ages 15 and above)",1990,96.9385528564453,0.667
69319,Trinidad and Tobago,"Government expenditure on education, total (% of GDP)",1990,3.6541299819946302,0.667
70067,Tunisia,"Government expenditure on education, total (% of GDP)",1990,5.790860176086429,0.569
70258,Turkey,"Literacy rate, adult total (% of people ages 15 and above)",1990,79.2324523925781,0.579
72038,United Kingdom,"Government expenditure on education, total (% of GDP)",1990,4.05552005767822,0.775
74056,Zambia,"Literacy rate, adult total (% of people ages 15 and above)",1990,64.99826049804689,0.424
75117,Zimbabwe,"Government expenditure on education, total (% of GDP)",1990,12.4542598724365,0.498
75278,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",1991,45.856441497802706,0.447
75861,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",1991,52.9154396057129,0.404
76397,World,"Literacy rate, adult total (% of people ages 15 and above)",1991,74.9116973876953,0.601
78630,Argentina,"Literacy rate, adult total (% of people ages 15 and above)",1991,96.1281967163086,0.714
79827,Australia,"Government expenditure on education, total (% of GDP)",1991,4.79384994506836,0.867
80434,Austria,"Government expenditure on education, total (% of GDP)",1991,5.10321998596191,0.799
80657,Bahrain,"Literacy rate, adult total (% of people ages 15 and above)",1991,84.0138320922852,0.755
81268,Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",1991,35.3193016052246,0.395
81755,Bangladesh,"Government expenditure on education, total (% of GDP)",1991,1.4256600141525302,0.395
82296,Barbados,"Government expenditure on education, total (% of GDP)",1991,6.601990222930911,0.733
82974,Belize,"Literacy rate, adult total (% of people ages 15 and above)",1991,70.2984237670898,0.618
84789,Botswana,"Literacy rate, adult total (% of people ages 15 and above)",1991,68.58090972900389,0.576
86230,Brunei Darussalam,"Literacy rate, adult total (% of people ages 15 and above)",1991,87.8041763305664,0.773
86584,Brunei Darussalam,"Government expenditure on education, total (% of GDP)",1991,3.6689400672912598,0.773
87249,Bulgaria,"Government expenditure on education, total (% of GDP)",1991,5.42961978912354,0.691
88475,Burundi,"Government expenditure on education, total (% of GDP)",1991,3.49365997314453,0.298
89716,Cameroon,"Government expenditure on education, total (% of GDP)",1991,3.2202301025390603,0.442
90386,Canada,"Government expenditure on education, total (% of GDP)",1991,6.88430023193359,0.853
90431,Canada,Labor force with advanced education (% of total working-age population with advanced education),1991,81.1965026855469,0.853
90434,Canada,Labor force with basic education (% of total working-age population with basic education),1991,57.079498291015604,0.853
90437,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),1991,73.22760009765629,0.853
91036,Central African Republic,"Government expenditure on education, total (% of GDP)",1991,2.27630996704102,0.314
95523,Cuba,"Government expenditure on education, total (% of GDP)",1991,7.1449699401855495,0.67
96179,Cyprus,"Government expenditure on education, total (% of GDP)",1991,3.57539010047913,0.733
96863,Denmark,"Government expenditure on education, total (% of GDP)",1991,5.596759796142581,0.804
101528,Finland,"Government expenditure on education, total (% of GDP)",1991,6.33289003372192,0.787
102218,France,"Government expenditure on education, total (% of GDP)",1991,4.841300010681151,0.79
104334,Greece,"Literacy rate, adult total (% of people ages 15 and above)",1991,92.6104507446289,0.763
104760,Greece,"Government expenditure on education, total (% of GDP)",1991,1.93432998657227,0.763
106083,Guinea,"Government expenditure on education, total (% of GDP)",1991,2.01639008522034,0.283
107742,Haiti,"Government expenditure on education, total (% of GDP)",1991,1.07398998737335,0.416
108636,India,"Literacy rate, adult total (% of people ages 15 and above)",1991,48.2220687866211,0.436
110454,Ireland,"Government expenditure on education, total (% of GDP)",1991,4.77694988250732,0.767
111121,Israel,"Government expenditure on education, total (% of GDP)",1991,5.43766021728516,0.8
112470,Jamaica,"Government expenditure on education, total (% of GDP)",1991,4.383069992065431,0.646
114434,Kenya,"Government expenditure on education, total (% of GDP)",1991,6.57067012786865,0.465
118454,Malaysia,"Literacy rate, adult total (% of people ages 15 and above)",1991,82.9153671264648,0.652
121345,Mauritius,"Government expenditure on education, total (% of GDP)",1991,3.5098900794982897,0.627
122134,Mexico,"Government expenditure on education, total (% of GDP)",1991,2.54800009727478,0.655
123446,Morocco,"Government expenditure on education, total (% of GDP)",1991,4.30316019058228,0.464
124871,Nepal,"Literacy rate, adult total (% of people ages 15 and above)",1991,32.9755897521973,0.388
126000,Netherlands,"Government expenditure on education, total (% of GDP)",1991,5.22838020324707,0.834
127874,Niger,"Government expenditure on education, total (% of GDP)",1991,3.2580599784851096,0.217
129198,Norway,"Government expenditure on education, total (% of GDP)",1991,6.37321996688843,0.856
130486,Pakistan,"Government expenditure on education, total (% of GDP)",1991,2.56676006317139,0.409
133713,Poland,"Government expenditure on education, total (% of GDP)",1991,3.89144992828369,0.711
133904,Portugal,"Literacy rate, adult total (% of people ages 15 and above)",1991,87.9478530883789,0.72
134347,Portugal,"Government expenditure on education, total (% of GDP)",1991,4.07093000411987,0.72
135648,Rwanda,"Literacy rate, adult total (% of people ages 15 and above)",1991,57.853488922119105,0.218
136239,Samoa,"Literacy rate, adult total (% of people ages 15 and above)",1991,97.94432830810551,0.622
137035,Saudi Arabia,"Government expenditure on education, total (% of GDP)",1991,5.77945995330811,0.706
140572,South Africa,"Government expenditure on education, total (% of GDP)",1991,5.73734998703003,0.632
140782,Spain,"Literacy rate, adult total (% of people ages 15 and above)",1991,96.4949722290039,0.764
141212,Spain,"Government expenditure on education, total (% of GDP)",1991,3.75254011154175,0.764
141930,Sri Lanka,"Government expenditure on education, total (% of GDP)",1991,2.91558003425598,0.63
143043,Sweden,"Government expenditure on education, total (% of GDP)",1991,5.52165985107422,0.818
143731,Switzerland,"Government expenditure on education, total (% of GDP)",1991,4.680630207061769,0.834
145111,Thailand,"Government expenditure on education, total (% of GDP)",1991,3.0885999202728303,0.583
147616,Tunisia,"Government expenditure on education, total (% of GDP)",1991,6.02747011184692,0.575
148560,Uganda,"Literacy rate, adult total (% of people ages 15 and above)",1991,56.1073799133301,0.312
149693,United Kingdom,"Government expenditure on education, total (% of GDP)",1991,4.1224799156189,0.787
151110,Uruguay,"Government expenditure on education, total (% of GDP)",1991,2.4790799617767303,0.697
152223,Zambia,"Government expenditure on education, total (% of GDP)",1991,2.74057006835938,0.421
153077,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",1992,47.1476898193359,0.454
153666,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",1992,53.375659942627,0.404
154208,World,"Literacy rate, adult total (% of people ages 15 and above)",1992,75.3371810913086,0.601
157633,Australia,"Government expenditure on education, total (% of GDP)",1992,4.691720008850099,0.868
158249,Austria,"Government expenditure on education, total (% of GDP)",1992,5.2969799041748,0.805
159544,Bangladesh,"Government expenditure on education, total (% of GDP)",1992,1.63177001476288,0.403
161185,Belgium,Labor force with advanced education (% of total working-age population with advanced education),1992,82.54640197753909,0.825
161188,Belgium,Labor force with basic education (% of total working-age population with basic education),1992,39.3376007080078,0.825
161191,Belgium,Labor force with intermediate education (% of total working-age population with intermediate education),1992,63.0131988525391,0.825
162054,Benin,"Literacy rate, adult total (% of people ages 15 and above)",1992,27.2452507019043,0.358
163733,Botswana,"Government expenditure on education, total (% of GDP)",1992,6.84061002731323,0.574
165057,Brunei Darussalam,"Government expenditure on education, total (% of GDP)",1992,3.74768996238709,0.778
165753,Bulgaria,"Government expenditure on education, total (% of GDP)",1992,5.260459899902339,0.691
167012,Burundi,"Government expenditure on education, total (% of GDP)",1992,3.8058500289917006,0.294
168229,Cameroon,"Government expenditure on education, total (% of GDP)",1992,2.75099992752075,0.438
168878,Canada,"Government expenditure on education, total (% of GDP)",1992,6.770939826965329,0.856
168909,Canada,Labor force with advanced education (% of total working-age population with advanced education),1992,80.3522033691406,0.856
168912,Canada,Labor force with basic education (% of total working-age population with basic education),1992,55.0558013916016,0.856
168915,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),1992,71.84320068359379,0.856
170260,Chile,"Literacy rate, adult total (% of people ages 15 and above)",1992,94.2911376953125,0.719
171475,China,"Government expenditure on education, total (% of GDP)",1992,1.6545599699020401,0.52
174340,Cyprus,"Literacy rate, adult total (% of people ages 15 and above)",1992,94.3624725341797,0.738
174812,Cyprus,"Government expenditure on education, total (% of GDP)",1992,3.78029990196228,0.738
175547,Denmark,Labor force with advanced education (% of total working-age population with advanced education),1992,90.2873992919922,0.809
175550,Denmark,Labor force with basic education (% of total working-age population with basic education),1992,57.0045013427734,0.809
175553,Denmark,Labor force with intermediate education (% of total working-age population with intermediate education),1992,82.88279724121091,0.809
177471,El Salvador,"Literacy rate, adult total (% of people ages 15 and above)",1992,74.1431579589844,0.544
180232,Finland,"Government expenditure on education, total (% of GDP)",1992,6.51512002944946,0.795
180938,France,"Government expenditure on education, total (% of GDP)",1992,4.73539018630981,0.798
181599,Gabon,"Government expenditure on education, total (% of GDP)",1992,2.8055200576782204,0.623
182262,Germany,Labor force with advanced education (% of total working-age population with advanced education),1992,80.7782974243164,0.814
182265,Germany,Labor force with basic education (% of total working-age population with basic education),1992,44.253700256347706,0.814
182268,Germany,Labor force with intermediate education (% of total working-age population with intermediate education),1992,68.336799621582,0.814
183551,Greece,Labor force with advanced education (% of total working-age population with advanced education),1992,78.49549865722659,0.764
183554,Greece,Labor force with basic education (% of total working-age population with basic education),1992,46.298301696777294,0.764
183557,Greece,Labor force with intermediate education (% of total working-age population with intermediate education),1992,57.711799621582,0.764
184851,Guinea,"Government expenditure on education, total (% of GDP)",1992,2.00631999969482,0.288
189331,Ireland,"Government expenditure on education, total (% of GDP)",1992,4.999639987945559,0.772
189362,Ireland,Labor force with advanced education (% of total working-age population with advanced education),1992,80.4943008422852,0.772
189365,Ireland,Labor force with basic education (% of total working-age population with basic education),1992,46.042198181152294,0.772
189368,Ireland,Labor force with intermediate education (% of total working-age population with intermediate education),1992,63.9287986755371,0.772
190009,Israel,"Government expenditure on education, total (% of GDP)",1992,5.58196020126343,0.807
190717,Italy,Labor force with advanced education (% of total working-age population with advanced education),1992,82.2806015014648,0.78
190720,Italy,Labor force with basic education (% of total working-age population with basic education),1992,44.9724998474121,0.78
190723,Italy,Labor force with intermediate education (% of total working-age population with intermediate education),1992,67.04299926757811,0.78
191334,Jamaica,"Government expenditure on education, total (% of GDP)",1992,3.33665990829468,0.65
193344,Kenya,"Government expenditure on education, total (% of GDP)",1992,6.075900077819821,0.461
195430,Luxembourg,Labor force with advanced education (% of total working-age population with advanced education),1992,78.114501953125,0.803
195433,Luxembourg,Labor force with basic education (% of total working-age population with basic education),1992,50.8932991027832,0.803
195436,Luxembourg,Labor force with intermediate education (% of total working-age population with intermediate education),1992,66.3703994750977,0.803
197430,Malaysia,"Government expenditure on education, total (% of GDP)",1992,5.1114602088928205,0.661
200619,Mexico,"Government expenditure on education, total (% of GDP)",1992,3.00501990318298,0.66
205918,Nicaragua,"Government expenditure on education, total (% of GDP)",1992,2.9849700927734397,0.493
206557,Niger,"Government expenditure on education, total (% of GDP)",1992,3.2389299869537402,0.217
207937,Norway,"Government expenditure on education, total (% of GDP)",1992,6.6361398696899405,0.862
209235,Pakistan,"Government expenditure on education, total (% of GDP)",1992,2.55940008163452,0.415
212501,Poland,"Government expenditure on education, total (% of GDP)",1992,4.1879301071167,0.714
213103,Portugal,"Government expenditure on education, total (% of GDP)",1992,4.33703994750977,0.732
213133,Portugal,Labor force with advanced education (% of total working-age population with advanced education),1992,89.8426971435547,0.732
213136,Portugal,Labor force with basic education (% of total working-age population with basic education),1992,60.30419921875,0.732
213139,Portugal,Labor force with intermediate education (% of total working-age population with intermediate education),1992,65.4611968994141,0.732
213758,Romania,"Literacy rate, adult total (% of people ages 15 and above)",1992,96.7099761962891,0.679
215673,Saudi Arabia,"Literacy rate, adult total (% of people ages 15 and above)",1992,70.821647644043,0.711
216009,Saudi Arabia,"Government expenditure on education, total (% of GDP)",1992,5.14462995529175,0.711
220179,Spain,"Government expenditure on education, total (% of GDP)",1992,3.8476099967956503,0.772
220196,Spain,Labor force with advanced education (% of total working-age population with advanced education),1992,84.6922988891602,0.772
220199,Spain,Labor force with basic education (% of total working-age population with basic education),1992,49.056999206543,0.772
220202,Spain,Labor force with intermediate education (% of total working-age population with intermediate education),1992,53.57389831542971,0.772
222046,Sweden,"Government expenditure on education, total (% of GDP)",1992,5.33370018005371,0.821
224122,Thailand,"Government expenditure on education, total (% of GDP)",1992,3.0454099178314196,0.589
224795,Togo,"Government expenditure on education, total (% of GDP)",1992,5.6751399040222195,0.4
226615,Tunisia,"Government expenditure on education, total (% of GDP)",1992,5.75488996505737,0.583
228712,United Kingdom,"Government expenditure on education, total (% of GDP)",1992,4.3344898223877,0.801
228748,United Kingdom,Labor force with advanced education (% of total working-age population with advanced education),1992,89.5562973022461,0.801
228751,United Kingdom,Labor force with basic education (% of total working-age population with basic education),1992,71.34320068359379,0.801
228754,United Kingdom,Labor force with intermediate education (% of total working-age population with intermediate education),1992,83.89720153808591,0.801
230111,Uruguay,"Government expenditure on education, total (% of GDP)",1992,2.41153001785278,0.7
231163,Zambia,"Government expenditure on education, total (% of GDP)",1992,2.09159994125366,0.42
231401,Zimbabwe,"Literacy rate, adult total (% of people ages 15 and above)",1992,83.512580871582,0.485
231852,Zimbabwe,"Government expenditure on education, total (% of GDP)",1992,22.322210311889602,0.485
232067,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",1993,48.123470306396506,0.46
232665,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",1993,53.952518463134794,0.406
233205,World,"Literacy rate, adult total (% of people ages 15 and above)",1993,75.74468994140629,0.608
236632,Australia,"Government expenditure on education, total (% of GDP)",1993,5.516540050506589,0.872
237244,Austria,"Government expenditure on education, total (% of GDP)",1993,5.2519998550414995,0.809
238524,Bangladesh,"Government expenditure on education, total (% of GDP)",1993,1.6926200389862098,0.411
240227,Belgium,"Government expenditure on education, total (% of GDP)",1993,5.34370994567871,0.838
240241,Belgium,Labor force with advanced education (% of total working-age population with advanced education),1993,81.64019775390629,0.838
240244,Belgium,Labor force with basic education (% of total working-age population with basic education),1993,38.290000915527294,0.838
240247,Belgium,Labor force with intermediate education (% of total working-age population with intermediate education),1993,64.29380035400389,0.838
244077,Brunei Darussalam,"Government expenditure on education, total (% of GDP)",1993,4.29403018951416,0.783
244756,Bulgaria,"Government expenditure on education, total (% of GDP)",1993,4.9504899978637695,0.69
247862,Canada,"Government expenditure on education, total (% of GDP)",1993,7.70425987243652,0.854
247893,Canada,Labor force with advanced education (% of total working-age population with advanced education),1993,80.189697265625,0.854
247896,Canada,Labor force with basic education (% of total working-age population with basic education),1993,53.6702995300293,0.854
247899,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),1993,70.99530029296879,0.854
249698,Chile,"Government expenditure on education, total (% of GDP)",1993,2.38371992111206,0.712
250393,China,"Government expenditure on education, total (% of GDP)",1993,1.65785002708435,0.53
250599,Colombia,"Literacy rate, adult total (% of people ages 15 and above)",1993,91.0630874633789,0.621
253012,Cuba,"Government expenditure on education, total (% of GDP)",1993,7.07476997375488,0.656
253665,Cyprus,"Government expenditure on education, total (% of GDP)",1993,4.09555006027222,0.775
254360,Denmark,"Government expenditure on education, total (% of GDP)",1993,7.77281999588013,0.815
254394,Denmark,Labor force with advanced education (% of total working-age population with advanced education),1993,87.2240982055664,0.815
254397,Denmark,Labor force with basic education (% of total working-age population with basic education),1993,51.9872016906738,0.815
254400,Denmark,Labor force with intermediate education (% of total working-age population with intermediate education),1993,80.5428009033203,0.815
255440,Dominican Republic,"Government expenditure on education, total (% of GDP)",1993,0.7739499807357791,0.613
259663,Finland,"Government expenditure on education, total (% of GDP)",1993,7.483670234680179,0.799
260361,France,"Government expenditure on education, total (% of GDP)",1993,5.42959022521973,0.804
260396,France,Labor force with advanced education (% of total working-age population with advanced education),1993,80.068603515625,0.804
260399,France,Labor force with basic education (% of total working-age population with basic education),1993,45.029300689697294,0.804
260402,France,Labor force with intermediate education (% of total working-age population with intermediate education),1993,72.5154037475586,0.804
260593,Gabon,"Literacy rate, adult total (% of people ages 15 and above)",1993,72.2336730957031,0.625
261686,Germany,"Government expenditure on education, total (% of GDP)",1993,4.41381978988647,0.824
261719,Germany,Labor force with advanced education (% of total working-age population with advanced education),1993,81.2012023925781,0.824
261722,Germany,Labor force with basic education (% of total working-age population with basic education),1993,44.657501220703104,0.824
261725,Germany,Labor force with intermediate education (% of total working-age population with intermediate education),1993,67.288200378418,0.824
262999,Greece,Labor force with advanced education (% of total working-age population with advanced education),1993,79.0050964355469,0.762
263002,Greece,Labor force with basic education (% of total working-age population with basic education),1993,45.7541999816895,0.762
263005,Greece,Labor force with intermediate education (% of total working-age population with intermediate education),1993,57.8338012695313,0.762
263683,Guatemala,"Government expenditure on education, total (% of GDP)",1993,1.66575002670288,0.495
264303,Guinea,"Government expenditure on education, total (% of GDP)",1993,2.08843994140625,0.293
267311,Hungary,"Government expenditure on education, total (% of GDP)",1993,5.92045021057129,0.72
269405,Ireland,"Government expenditure on education, total (% of GDP)",1993,5.10943984985352,0.781
269436,Ireland,Labor force with advanced education (% of total working-age population with advanced education),1993,81.9057998657227,0.781
269439,Ireland,Labor force with basic education (% of total working-age population with basic education),1993,45.7145004272461,0.781
269442,Ireland,Labor force with intermediate education (% of total working-age population with intermediate education),1993,64.5808029174805,0.781
270091,Israel,"Government expenditure on education, total (% of GDP)",1993,5.95787000656128,0.813
270756,Italy,"Government expenditure on education, total (% of GDP)",1993,4.74955987930298,0.786
270783,Italy,Labor force with advanced education (% of total working-age population with advanced education),1993,83.3663024902344,0.786
270786,Italy,Labor force with basic education (% of total working-age population with basic education),1993,44.0309982299805,0.786
270789,Italy,Labor force with intermediate education (% of total working-age population with intermediate education),1993,67.6454010009766,0.786
271480,Jamaica,"Government expenditure on education, total (% of GDP)",1993,3.21403002738953,0.66
272055,Japan,"Government expenditure on education, total (% of GDP)",1993,3.42903995513916,0.829
274027,Kenya,"Government expenditure on education, total (% of GDP)",1993,6.02915000915527,0.456
275551,Lesotho,"Government expenditure on education, total (% of GDP)",1993,8.57703018188477,0.478
276060,Luxembourg,Labor force with advanced education (% of total working-age population with advanced education),1993,80.3468017578125,0.808
276063,Luxembourg,Labor force with basic education (% of total working-age population with basic education),1993,43.8493995666504,0.808
276066,Luxembourg,Labor force with intermediate education (% of total working-age population with intermediate education),1993,73.1343002319336,0.808
278024,Malaysia,"Government expenditure on education, total (% of GDP)",1993,4.65466022491455,0.668
282646,Morocco,"Government expenditure on education, total (% of GDP)",1993,4.82496976852417,0.474
285180,Netherlands,"Government expenditure on education, total (% of GDP)",1993,4.81809997558594,0.84
287048,Niger,"Government expenditure on education, total (% of GDP)",1993,2.83890008926392,0.221
288931,Norway,"Government expenditure on education, total (% of GDP)",1993,7.67664003372192,0.87
290208,Pakistan,"Government expenditure on education, total (% of GDP)",1993,2.3986799716949503,0.418
291678,Peru,"Literacy rate, adult total (% of people ages 15 and above)",1993,87.15062713623051,0.625
293494,Poland,"Government expenditure on education, total (% of GDP)",1993,4.1827597618103,0.725
294115,Portugal,"Government expenditure on education, total (% of GDP)",1993,4.84046983718872,0.746
294146,Portugal,Labor force with advanced education (% of total working-age population with advanced education),1993,88.2352981567383,0.746
294149,Portugal,Labor force with basic education (% of total working-age population with basic education),1993,59.3625984191895,0.746
294152,Portugal,Labor force with intermediate education (% of total working-age population with intermediate education),1993,65.91880035400389,0.746
296930,Saudi Arabia,"Government expenditure on education, total (% of GDP)",1993,5.99928998947144,0.715
300533,South Africa,"Government expenditure on education, total (% of GDP)",1993,5.88602018356323,0.646
301187,Spain,"Government expenditure on education, total (% of GDP)",1993,4.256450176239009,0.782
301204,Spain,Labor force with advanced education (% of total working-age population with advanced education),1993,79.92430114746091,0.782
301207,Spain,Labor force with basic education (% of total working-age population with basic education),1993,48.6935005187988,0.782
301210,Spain,Labor force with intermediate education (% of total working-age population with intermediate education),1993,56.162899017334006,0.782
303041,Sweden,"Government expenditure on education, total (% of GDP)",1993,5.58579015731812,0.84
303746,Switzerland,"Government expenditure on education, total (% of GDP)",1993,5.09206008911133,0.841
307610,Tunisia,"Government expenditure on education, total (% of GDP)",1993,5.98376989364624,0.589
308402,Turkey,"Government expenditure on education, total (% of GDP)",1993,3.36546993255615,0.597
309726,United Kingdom,Labor force with advanced education (% of total working-age population with advanced education),1993,89.70230102539058,0.813
309729,United Kingdom,Labor force with basic education (% of total working-age population with basic education),1993,70.2289962768555,0.813
309732,United Kingdom,Labor force with intermediate education (% of total working-age population with intermediate education),1993,83.1288986206055,0.813
312162,Zambia,"Government expenditure on education, total (% of GDP)",1993,1.9420800209045401,0.422
313016,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",1994,48.8950881958008,0.466
313427,South Asia,Labor force with advanced education (% of total working-age population with advanced education),1994,72.2676010131836,0.466
313430,South Asia,Labor force with basic education (% of total working-age population with basic education),1994,56.467201232910206,0.466
313433,South Asia,Labor force with intermediate education (% of total working-age population with intermediate education),1994,51.5733985900879,0.466
313651,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",1994,54.689659118652294,0.407
314193,World,"Literacy rate, adult total (% of people ages 15 and above)",1994,76.1472930908203,0.611
315125,Albania,"Government expenditure on education, total (% of GDP)",1994,3.4469799995422403,0.617
317615,Australia,"Government expenditure on education, total (% of GDP)",1994,5.25500011444092,0.875
319716,Barbados,"Literacy rate, adult total (% of people ages 15 and above)",1994,99.5999984741211,0.743
321274,Belgium,"Government expenditure on education, total (% of GDP)",1994,5.382229804992679,0.845
321288,Belgium,Labor force with advanced education (% of total working-age population with advanced education),1994,81.7550964355469,0.845
321291,Belgium,Labor force with basic education (% of total working-age population with basic education),1994,38.203300476074205,0.845
321294,Belgium,Labor force with intermediate education (% of total working-age population with intermediate education),1994,64.4675979614258,0.845
326191,Bulgaria,"Government expenditure on education, total (% of GDP)",1994,4.170660018920899,0.691
327411,Burundi,"Government expenditure on education, total (% of GDP)",1994,4.565269947052,0.291
329309,Canada,"Government expenditure on education, total (% of GDP)",1994,6.68001985549927,0.859
329348,Canada,Labor force with advanced education (% of total working-age population with advanced education),1994,79.4206008911133,0.859
329351,Canada,Labor force with basic education (% of total working-age population with basic education),1994,53.7578010559082,0.859
329354,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),1994,70.7926025390625,0.859
331183,Chile,"Government expenditure on education, total (% of GDP)",1994,2.5118200778961204,0.717
331885,China,"Government expenditure on education, total (% of GDP)",1994,1.9857100248336799,0.537
334502,Cuba,"Government expenditure on education, total (% of GDP)",1994,5.61948013305664,0.652
335155,Cyprus,"Government expenditure on education, total (% of GDP)",1994,4.15996980667114,0.779
335845,Denmark,"Government expenditure on education, total (% of GDP)",1994,7.4710597991943395,0.824
335882,Denmark,Labor force with advanced education (% of total working-age population with advanced education),1994,86.5012969970703,0.824
335885,Denmark,Labor force with basic education (% of total working-age population with basic education),1994,50.2668991088867,0.824
335888,Denmark,Labor force with intermediate education (% of total working-age population with intermediate education),1994,77.3953018188477,0.824
336933,Dominican Republic,"Government expenditure on education, total (% of GDP)",1994,0.893369972705841,0.618
341327,Finland,"Government expenditure on education, total (% of GDP)",1994,6.85562992095947,0.809
342030,France,"Government expenditure on education, total (% of GDP)",1994,5.62643003463745,0.818
342066,France,Labor force with advanced education (% of total working-age population with advanced education),1994,79.3212966918945,0.818
342069,France,Labor force with basic education (% of total working-age population with basic education),1994,44.636100769043,0.818
342072,France,Labor force with intermediate education (% of total working-age population with intermediate education),1994,71.8615036010742,0.818
